sample_id	estimated_counts	abundance	tax_id	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group
barcode16_120_filtered	32.08010037714326	0.0006911580389344	651663	Sphingopyxis bauzanensis	Sphingopyxis	Sphingopyxidaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	29.000000000000444	0.0006247980178821	233055	Desulfitobacterium dichloroeliminans	Desulfitobacterium	Desulfitobacteriaceae	Eubacteriales	Clostridia	Bacillota					
barcode16_120_filtered	28.998534726570536	0.0006247664489188	2871171	Sphingopyxis jiangsuensis	Sphingopyxis	Sphingopyxidaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	27.489925450679813	0.0005922638252866	574956	Novosphingobium soli	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	27.038428268742017	0.0005825364272054	2175090	Sphingomonas pokkalii	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	26.907694353683176	0.0005797197964813	36854	Desulfitobacterium dehalogenans	Desulfitobacterium	Desulfitobacteriaceae	Eubacteriales	Clostridia	Bacillota					
barcode16_120_filtered	25.29766242126681	0.000545032046133	1078469	Sphingorhabdus planktonica	Sphingorhabdus	Sphingorhabdaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	24.21723404161074	0.0005217544768202	48935	Novosphingobium aromaticivorans	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	23.513271275660863	0.0005065877685158	758826	Acidovorax radicis	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota					
barcode16_120_filtered	23.48371029288103	0.0005059508842589	2908206	Sphingomonas brevis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
